ogc_fid,id,district_id,canton_id,income,houses,name,electricity_per_household,consumed_electricity,max_consumed_electricity,area_per_household,persons_per_household,total_funding,total_price,debt,debt_rate
1423,4181,97,19,67297,1198,Wittnau,19140.899,3680.457012,3874.165275,130.3781736,3,6089.181512,12257.93329,6168.751777,0.503245664
1633,5096,111,21,57947,486,Brione sopra Minusio,4933.927984,2995.627572,3153.292181,30.67224052,3,3650.209019,2883.751686,-766.4573332,-0.265784789
1430,4194,98,19,66166,2152,Dintikon,16895.94284,3789.846654,3989.312268,110.5385857,3,5345.196963,10392.6491,5047.452138,0.48567522
1409,4161,97,19,65794,2159,Eiken,20527.66744,3630.152849,3821.213525,136.692012,3,6325.950451,12851.54959,6525.599143,0.507767495
1804,5511,118,22,84033,1026,Assens,17896.33626,3879.62963,4083.820663,105.676005,3,6462.850186,9935.477564,3472.627378,0.349517913
1401,4140,96,19,58934,2639,Oberkulm,17114.70405,3607.498105,3797.366427,113.0588544,3,5439.70704,10629.60046,5189.893423,0.488249153
1376,4104,95,19,69081,2280,Lupfig,17980.9557,3407.8125,3587.171053,118.5559533,3,5645.848251,11146.42832,5500.580071,0.493483644
1433,4197,98,19,55556,786,Hallwil,19628.20738,3500.556616,3684.796438,129.1249377,3,6042.185164,12140.10619,6097.921022,0.502295526
1434,4198,98,19,61143,1150,Hendschiken,17644.68783,3551.141304,3738.043478,117.8406033,3,5619.022623,11079.17233,5460.149707,0.492830109
1429,4193,98,19,67470,727,Brunegg,23557.88996,3650.704952,3842.847318,155.8207395,3,7043.27773,14649.99989,7606.722159,0.519230185
1424,4182,97,19,62495,996,Wölflinswil,23602.95582,3763.993474,3962.098394,157.469335,3,7105.100061,14804.99802,7699.897961,0.52008774
1413,4166,97,19,70066,1414,Herznach,18497.5,3884.989392,4089.462518,122.9322166,3,5809.958121,11557.87712,5747.918996,0.497316154
1432,4196,98,19,60119,1994,Fahrwangen,13492.26329,3672.078736,3865.346038,89.12537109,3,4542.201416,8379.415225,3837.213809,0.457933365
1431,4195,98,19,70288,1332,Egliswil,17162.28078,3544.66967,3731.231231,115.2110737,3,5520.415262,10831.94844,5311.533181,0.490358056
1462,4237,99,19,69161,1498,Oberrüti,14275.74166,3912.883845,4118.8251,94.72047211,3,4752.017704,8905.457069,4153.439366,0.46639261
1451,4226,99,19,69755,603,Besenbüren,19401.33333,3954.394693,4162.52073,127.8925466,3,5995.970496,12024.23887,6028.268379,0.501343032
1456,4231,99,19,65988,1275,Dietwil,14100.76078,3701.27451,3896.078431,94.03509335,3,4726.316001,8841.018929,4114.702928,0.465410487
1486,4277,101,19,60261,905,Moosleerau,20317.64199,3958.770718,4167.127072,134.9128315,3,6259.231181,12684.27408,6425.042897,0.506536114
1492,4284,101,19,60873,1075,Staffelbach,24194.70791,3560.290698,3747.674419,162.6746411,3,7300.29904,15294.39202,7994.092976,0.522681318
1454,4229,99,19,63531,1028,Bünzen,14884.86187,3788.910506,3988.326848,100.9954478,3,4987.329292,9495.41957,4508.090278,0.474764727
725,2068,41,10,57623,783,Châtonnaye,18433.29119,4229.805236,4452.426564,111.5537613,4,8074.899075,10488.09418,2413.195108,0.230089001
1484,4275,101,19,59315,835,Kirchleerau,14198.62156,3471.482036,3654.191617,94.86637041,3,4757.48889,8919.174179,4161.685289,0.466599845
1463,4238,99,19,69665,802,Rottenschwil,16994.53491,3479.582294,3662.718204,113.7513238,3,5465.674643,10694.70525,5229.030612,0.488936393
1455,4230,99,19,69418,1171,Buttwil,16511.19641,3858.614432,4061.699402,108.2991872,3,5261.21952,10182.10468,4920.885159,0.483287622
819,2276,44,10,69705,1090,Ried bei Kerzers,60088.40092,3724.827982,3920.87156,363.0868921,3,22223.63768,34136.80969,11913.17201,0.348983169
1458,4233,99,19,76043,328,Kallern,24186.83537,3928.16311,4134.908537,158.2747574,3,7135.303403,14880.72247,7745.419064,0.520500203
1543,4561,104,20,67905,2668,Felben-Wellhausen,16421.70915,3570.956709,3758.901799,108.4863804,3,6381.887117,10199.70426,3817.817146,0.374306651
1450,4224,99,19,71227,1071,Beinwil (Freiamt),24304.44818,4009.337068,4220.354809,163.2429821,3,7321.611829,15347.82647,8026.214641,0.522954482
1465,4240,99,19,67990,2747,Waltenschwil,13955.91736,3654.145431,3846.468875,91.52397614,3,4632.149105,8604.927976,3972.778871,0.461686476
1489,4281,101,19,61151,1238,Reitnau,20938.16397,3897.263732,4102.382876,141.0927621,3,6490.978578,13265.3006,6774.322023,0.510679873
1443,4207,98,19,65898,2893,Schafisheim,18079.98203,3753.780677,3951.348082,121.1293771,3,5742.35164,11388.37723,5646.025586,0.495770861
1435,4199,98,19,63017,1141,Holderbank (AG),17209.91849,3354.349255,3530.893953,117.1067331,3,5591.50249,11010.1751,5418.672614,0.492151357
1449,4223,99,19,71039,1954,Auw,17403.0824,3944.153019,4151.74002,112.9711458,3,5436.417966,10621.35425,5184.93628,0.488161506
1460,4235,99,19,66115,1058,Mühlau,20421.19754,3676.984877,3870.510397,136.8613802,3,6332.301756,12867.4733,6535.171541,0.507883047
1466,4251,100,19,58470,803,Hellikon,22949.45953,3744.396015,3941.469489,155.9357116,3,7047.589186,14660.80938,7613.220189,0.519290579
1452,4227,99,19,72250,566,Bettwil,25739.05124,3434.518551,3615.282686,165.7593286,3,7415.974822,15584.40907,8168.434248,0.524141417
1798,5497,122,22,53657,787,Pompaples,11089.55273,3758.65629,3956.480305,68.98833806,3,5087.062677,6486.16576,1399.103082,0.215705724
1516,4319,102,19,64123,613,Siglistorf,16080.92496,3539.25367,3725.530179,109.8431779,3,5319.119173,10327.26805,5008.14888,0.484944213
1517,4320,102,19,69740,1152,Tegerfelden,18380.18316,3680.013021,3873.697917,122.4553823,3,5792.076835,11513.04597,5720.969136,0.496911864
1507,4310,102,19,57694,1609,Koblenz,14541.00124,3707.155065,3902.26849,96.21947233,3,4808.230212,9046.390511,4238.160299,0.468491858
1760,5429,123,22,73127,464,Longirod,20348.54957,3846.578664,4049.030172,121.6360806,3,7061.353022,11436.01663,4374.663603,0.382533862
1772,5471,118,22,76087,557,Bettens,14937.19749,4048.586176,4261.669659,90.81583664,3,5905.593874,8538.34991,2632.756036,0.308344828
1508,4311,102,19,63158,1259,Leibstadt,33195.05481,3730.391183,3926.727562,233.0322013,3,9938.707548,21909.2897,11970.58216,0.546370162
1510,4313,102,19,61893,2112,Leuggern,19846.64347,3664.831913,3857.717803,132.6020364,3,6172.576366,12467.01707,6294.440705,0.50488747
1512,4315,102,19,55683,939,Rekingen (AG),19150.86901,3718.051118,3913.738019,133.2343454,3,6196.287951,12526.46568,6330.177727,0.505344276
1513,4316,102,19,56851,734,Rietheim,10222.00681,3884.451635,4088.896458,70.76752364,3,3853.782136,6653.44175,2799.659613,0.420783666
1514,4317,102,19,57708,291,Rümikon,17449.72852,3215.635739,3384.879725,124.1763208,3,5856.612032,11674.84568,5818.233646,0.498356364
1518,4322,102,19,64162,353,Wislikofen,26256.23796,3801.345609,4001.416431,176.2030864,3,7807.61574,16566.31335,8758.697609,0.528705296
1521,4406,103,20,60135,673,Dozwil,18425.85438,4173.01263,4392.644874,124.603384,4,7107.152278,11714.99742,4607.845144,0.393328737
1535,4495,107,20,59720,610,Hohentannen,34531.96885,4058.913934,4272.540984,232.6496556,3,11969.2345,21873.32342,9904.088912,0.452793054
1576,4776,106,20,61963,1544,Tobel-Tägerschen,22796.40738,3724.781412,3920.822539,149.1791836,3,8213.063263,14025.57215,5812.508885,0.41442223
2069,6033,128,23,44216,746,Liddes,24866.1622,3743.967828,3941.018767,149.1332446,3,8470.245673,14021.25304,5551.007365,0.395899521
1675,5192,112,21,67619,62535,Lugano,7861.969233,3255.100144,3426.421204,47.38820689,3,4277.057758,4455.358305,178.3005467,0.040019351
1561,4683,105,20,61772,1643,Lengwil,24084.29702,3845.823189,4048.234936,158.2588426,3,8621.647916,14879.22618,6257.578265,0.420558044
1564,4701,105,20,61368,1026,Wäldi,37571.96881,3738.425926,3935.185185,243.1589413,3,12442.15236,22861.38852,10419.23615,0.455756926
1761,5430,123,22,68000,449,Marchissy,17428.01336,3885.16147,4089.643653,103.8458339,3,6394.218771,9763.408005,3369.189234,0.345083318
1565,4711,107,20,62136,2476,Affeltrangen,23844.26171,3933.234047,4140.246365,156.7760677,3,8554.923045,14739.81821,6184.89517,0.419604576
1566,4716,106,20,66268,1134,Bettwiesen,17262.28042,3682.925485,3876.763668,112.1244743,3,6545.601345,10541.75164,3996.150299,0.379078396
1832,5557,119,22,62582,191,Fontaines-sur-Grandson,23825.50785,3972.840314,4181.937173,151.3121365,3,8174.205117,14226.10873,6051.903615,0.425408222
1906,5678,117,22,50076,5754,Moudon,13893.07925,3899.515554,4104.753215,84.89924782,3,5683.721793,7982.08233,2298.360537,0.287939969
2203,6421,140,24,51513,38211,La Chaux-de-Fonds,8401.251681,3347.7549,3523.952527,54.88671444,3,3258.251791,5160.355182,1902.103391,0.368599316
1614,5017,108,21,57574,2386,Sant-Antonino,21783.72632,3548.564543,3735.331098,133.7332239,3,7514.995895,12573.36938,5058.373488,0.402308509
1965,5760,119,22,71465,460,Rances,23952.01087,3802.581522,4002.717391,153.2064467,3,8245.24175,14404.20854,6158.966794,0.427581063
1605,5006,108,21,60680,732,Gnosca,14203.27049,3820.440574,4021.516393,96.10079111,3,6103.779667,9035.232306,2931.452639,0.324446848
1608,5009,108,21,51796,373,Isone,28075.9437,3295.073727,3468.49866,170.3347703,3,8887.553887,16014.58429,7127.030403,0.445033744
1425,4183,97,19,63667,1094,Zeihen,16890.60786,3615.687843,3805.987203,112.2869088,3,5410.759081,10557.02346,5146.264378,0.487473046
1606,5007,108,21,61132,780,Gorduno,12470.76282,3783.253205,3982.371795,78.61059116,3,5447.897169,7390.833568,1942.936399,0.26288461
1613,5015,108,21,56052,611,Preonzo,21518.04419,3694.660393,3889.116203,147.2260405,3,8020.976519,13841.94097,5820.964449,0.42053094
1599,4951,107,20,63278,2349,Wigoltingen,26278.6854,3738.425926,3935.185185,171.7565674,3,9229.045534,16148.25923,6919.213693,0.428480469
1597,4941,107,20,66214,2740,Märstetten,20723.8781,3701.186131,3895.985401,135.4171986,3,7593.773937,12731.69381,5137.919875,0.403553522
1602,5003,108,21,50260,2723,Cadenazzo,19371.46603,3692.021667,3886.338597,120.4578728,3,7017.170229,11325.24354,4308.073309,0.380395644
1615,5018,108,21,50119,238,Sant-Antonio,33960.17227,3143.382353,3308.823529,218.1993685,3,10682.47632,20514.73209,9832.25577,0.479277805
1682,5199,112,21,72190,1336,Mezzovico-Vira,25616.21033,3736.714072,3933.383234,160.1406549,3,8505.274558,15056.15096,6550.876403,0.435096355
1887,5649,122,22,75552,1852,Tolochenaz,15891.97786,3587.506749,3776.322894,92.3642154,3,5963.658077,8683.925837,2720.267759,0.313253223
1995,5841,125,22,45622,3318,Château-d-Oex,29032.77547,3494.499699,3678.420735,179.0667321,3,9215.002454,16835.54843,7620.545975,0.452646138
1607,5008,108,21,57975,821,Gudo,19783.52253,3339.75335,3515.529842,117.3133176,3,6899.24941,11029.59783,4130.348419,0.374478606
1630,5081,110,21,38705,77,Sobrio,81994.62338,3392.857143,3571.428571,536.1949057,3,22607.30896,50412.12958,27804.82061,0.551550209
1638,5109,111,21,38997,38,Gresso,54755.07895,3062.5,3223.684211,383.4582329,3,16879.68373,36052.08837,19172.40464,0.531797338
1649,5131,111,21,51586,2844,Tenero-Contra,9359.349859,3364.583333,3541.666667,56.06800098,3,4602.550037,5271.417726,668.8676895,0.126885731
1632,5095,111,21,43518,178,Brione (Verzasca),42907.87079,3349.016854,3525.280899,335.0857295,3,15065.71486,31504.18819,16438.47333,0.52178692
1651,5135,111,21,39864,275,Vogorno,36447.55273,3199.772727,3368.181818,249.5088482,3,11856.58181,23458.39592,11601.81411,0.494569797
2002,5855,123,22,167452,640,Dully,8828.295313,4039.355469,4251.953125,54.89174837,3,4558.440564,5160.828464,602.3879,0.116723101
1652,5136,111,21,35122,236,Onsernone,46880.08475,2988.877119,3146.186441,321.8175174,3,14568.1569,30256.73354,15688.57664,0.518515213
1688,5207,112,21,54852,817,Novaggio,14059.54468,3674.418605,3867.809058,84.22778699,3,5658.542012,7918.952729,2260.410717,0.285443138
2196,6410,139,24,81472,1991,Gorgier,8902.693621,3530.292567,3716.097438,57.81391863,3,3368.021949,5435.565923,2067.543974,0.380373268
1896,5663,117,22,58124,198,Bussy-sur-Moudon,27558.90909,3346.590909,3522.727273,169.4083335,3,8852.812506,15927.48228,7074.669776,0.444180044
2012,5872,119,22,58040,4594,Le Chenit,17021.4273,3412.317697,3591.913365,109.0820329,3,6590.576232,10255.70649,3665.13026,0.357374722
1635,5102,111,21,26961,13,Corippo,161279.4615,1552.884615,1634.615385,1222.920664,1,48359.52491,114976.913,66617.38804,0.579397953
1883,5644,122,22,81208,357,Reverolle,17712.70028,3871.848739,4075.630252,102.7558777,3,6353.345415,9660.932188,3307.586773,0.342367249
1653,5137,111,21,39833,298,Isorno,37054.83557,3040.478188,3200.503356,240.2967614,3,11511.12855,22592.29125,11081.16269,0.490484235
1636,5105,111,21,45250,99,Frasco,47253.24242,3490.530303,3674.242424,371.0819075,3,16415.57153,34888.48739,18472.91586,0.529484573
1647,5125,111,21,59094,610,Ronco sopra Ascona,20854.83279,2830.532787,2979.508197,132.347115,2,7463.016811,12443.04979,4980.032979,0.400226075
1697,5222,112,21,53781,698,Sessa,17495.47564,3451.916189,3633.595989,104.3077751,3,6411.541565,9806.838926,3395.297361,0.346217307
1661,5151,112,21,67498,2578,Bioggio,21596.67339,3539.007952,3725.271528,125.0966283,3,7191.12356,11761.37141,4570.247851,0.388581203
1685,5203,112,21,85990,755,Morcote,3614.258278,2872.019868,3023.178808,21.84807428,2,3319.302785,2054.118642,-1265.184144,-0.615925545
1678,5195,112,21,56601,623,Maroggia,2442.232745,3166.0313,3332.664526,15.83689901,3,3093.883713,1488.958207,-1604.925506,-1.077884859
1662,5154,112,21,65361,859,Bissone,4039.060536,3024.738068,3183.934808,26.61516784,3,3498.068794,2502.31264,-995.7561543,-0.39793435
1687,5206,112,21,72880,326,Neggio,22430.59509,3642.638037,3834.355828,131.5338295,3,7432.518605,12366.58608,4934.067472,0.398983797
1683,5200,112,21,50177,309,Miglieglia,19388.23948,3716.221683,3911.812298,117.9830811,3,6924.36554,11092.56785,4168.202308,0.37576532
2260,6634,145,25,132553,3388,Pregny-Chambésy,9801.890791,4380.220632,4610.75856,62.93239967,4,3559.964988,5916.796772,2356.831784,0.398329007
1622,5064,110,21,46810,1033,Bodio,14788.92159,3472.833979,3655.614714,111.8293671,3,6693.601267,10514.00617,3820.404902,0.363363388
1665,5162,112,21,63831,1519,Cadempino,9708.477946,3756.377551,3954.081633,56.59913598,3,4622.467599,5321.354132,698.8865329,0.131336219
1656,5143,112,21,64149,347,Aranno,19038.74352,3877.341499,4081.412104,118.2151798,3,6933.069244,11114.38938,4181.320134,0.376207814
1681,5198,112,21,61700,1783,Melide,2447.528323,3243.48009,3414.189568,15.34694344,3,3075.510379,1442.89342,-1632.616959,-1.131488256
1659,5148,112,21,65963,1536,Bedano,17266.30794,3750.366211,3947.753906,102.2174373,3,6333.1539,9610.308941,3277.155041,0.34100413
1692,5213,112,21,45098,786,Ponte Tresa,4481.720102,2924.936387,3078.880407,26.40571867,2,3490.21445,2482.620586,-1007.593864,-0.405858982
1668,5176,112,21,98076,2058,Comano,12329.51361,3664.631924,3857.507289,70.94400933,3,5160.40035,6670.034633,1509.634283,0.226330801
1664,5161,112,21,70063,741,Cademario,17254.04318,3379.807692,3557.692308,100.5069884,3,6269.012066,9449.495454,3180.483388,0.336577059
1684,5202,112,21,47289,885,Monteggio,22787.25198,3414.90113,3594.632768,134.9782569,3,7561.684635,12690.42527,5128.740631,0.404142535
1680,5197,112,21,59316,1434,Melano,7129.202232,3446.565551,3627.963738,46.50048213,3,4243.76808,4371.895939,128.1278588,0.029307161
1689,5208,112,21,88992,1439,Origlio,14439.04726,3870.309243,4074.009729,85.1115155,3,5691.681831,8002.039375,2310.357544,0.288721092
1695,5219,112,21,59176,805,Rovio,12972.54783,3355.978261,3532.608696,80.26913034,3,5510.092388,7546.76659,2036.674202,0.26987375
810,2262,44,10,63462,4092,Gurmels,17279.97825,3758.385264,3956.195015,107.8167312,3,7864.691131,10136.74499,2272.053861,0.224140379
1099,3101,72,16,69257,5636,Appenzell,15815.57913,3625.920422,3816.758339,109.2647186,3,5297.426949,10272.8823,4975.455348,0.484329052
1696,5221,112,21,78542,2196,Savosa,7524.801457,3448.400501,3629.895264,43.6521625,3,4136.956094,4104.10179,-32.85430354,-0.008005236
1735,5397,111,21,46133,1129,Centovalli,31413.76705,3248.007086,3418.954827,216.4217395,3,10615.81523,20347.60245,9731.787219,0.478276851
1746,5410,116,22,42843,1114,Ormont-Dessous,42519.2325,3144.636445,3310.143627,261.9312191,3,12322.42072,24626.32602,12303.90531,0.499624073
1694,5216,112,21,65887,1409,Pura,13128.16678,3613.067779,3803.229241,79.05306223,3,5464.489834,7432.433943,1967.944109,0.264777881
1720,5283,114,21,48012,687,Cresciano,16087.44687,3327.419942,3502.547307,109.8777129,3,6620.414232,10330.51497,3710.100735,0.35913996
1719,5282,114,21,57595,2782,Claro,14420.87275,3820.744968,4021.836808,92.84882982,3,5981.831118,8729.488457,2747.657339,0.314755825
1766,5436,122,22,72978,346,Saint-Oyens,17895.66763,3864.523121,4067.919075,104.4494326,3,6416.853723,9820.157325,3403.303603,0.346563043
1749,5413,116,22,55749,1524,Roche (VD),15840.91404,3810.285433,4010.826772,100.9822426,3,6286.834096,9494.178037,3207.343941,0.337822182
1752,5421,122,22,79048,1330,Apples,17134.00677,3975,4184.210526,101.1678516,3,6293.794436,9511.628684,3217.834248,0.338305285
1764,5434,123,22,75639,939,Saint-George,15363.17359,3912.806177,4118.743344,94.44451062,3,6041.669148,8879.511642,2837.842494,0.319594434
1765,5435,122,22,76352,711,Saint-Livres,14963.94796,3716.156821,3911.744023,88.37601979,3,5814.100742,8308.962495,2494.861753,0.300261525
1767,5437,122,22,67377,386,Saubraz,14957.73057,4448.510363,4682.642487,90.11412632,4,5879.279737,8472.376303,2593.096566,0.306064848
1769,5456,117,22,68998,1501,Cudrefin,22908.13857,3710.443038,3905.729514,146.1294035,3,7979.852632,13738.83703,5758.984398,0.419175538
1762,5431,122,22,68007,295,Mollens (VD),29149.17627,3791.949153,3991.525424,177.016098,3,9138.103673,16642.75131,7504.647634,0.450925901
1603,5004,108,21,60540,2780,Camorino,16673.83525,3613.758993,3803.956835,105.776755,3,6466.628313,9944.949911,3478.321598,0.349757578
1751,5415,116,22,67263,1006,Yvorne,33686.00099,3444.45825,3625.745527,209.1218082,3,10342.06781,19661.27537,9319.20756,0.473987948
1774,5473,118,22,77881,960,Boussens,11500.20833,4065.950521,4279.947917,68.39863385,3,5064.948769,6430.722776,1365.774007,0.21238266
1763,5432,122,22,74586,492,Montherod,9691.52439,3823.170732,4024.390244,57.50240232,3,4656.340087,5406.277692,749.9376044,0.138716072
1770,5458,117,22,66676,858,Faoug,15332.6958,3512.674825,3697.552448,100.9178833,3,6284.420625,9488.127092,3203.706467,0.337654253
1777,5476,122,22,72408,286,Chevilly,22314.68881,3703.671329,3898.601399,136.249832,3,7609.3687,12809.97658,5200.607883,0.405981061
847,2325,46,10,64137,6379,Châtel-Saint-Denis,15893.20803,3592.285233,3781.352877,98.89484429,3,7362.834991,9297.924415,1935.089424,0.20812058
1794,5493,122,22,58269,359,Orny,25026.1337,3866.817549,4070.334262,155.203895,3,8320.146064,14592.00523,6271.859166,0.429814756
1800,5499,122,22,88889,432,Senarclens,21681.78472,4076.533565,4291.087963,127.7291026,3,7289.841347,12008.87215,4719.030804,0.392962032
1803,5503,118,22,88429,1195,Vufflens-la-Ville,17940.67113,3793.043933,3992.677824,106.5024064,3,6493.840241,10013.17442,3519.334177,0.351470376
1773,5472,118,22,85222,372,Bournens,17466.41398,4028.561828,4240.591398,105.1381201,3,6442.679504,9884.906548,3442.227044,0.348230611
1793,5492,122,22,174353,957,Montricher,21749.1139,3723.81139,3919.801463,133.4170493,3,7503.139349,12543.64319,5040.503842,0.40183731
1795,5494,122,22,69349,1122,Pampigny,17812.09002,3872.604724,4076.426025,105.48794,3,6455.797751,9917.79602,3461.998269,0.349069316
1797,5496,118,22,73835,1652,Penthaz,11550.99879,3681.106235,3874.848668,69.51318473,3,5106.744427,6535.510947,1428.76652,0.218615887
1801,5500,122,22,71954,227,Sévery,27716.26872,3803.138767,4003.303965,163.1116522,3,8616.686956,15335.47905,6718.792097,0.438120783
1812,5521,118,22,77567,1140,Etagnières,15524.34035,3822.916667,4024.122807,90.37712913,3,5889.142342,8497.103379,2607.961036,0.306923539
1830,5555,119,22,60066,328,Corcelles-près-Concise,18039.18598,3801.448171,4001.52439,116.9005616,3,6883.77106,10990.79122,4107.020156,0.373678298
20,26,2,1,77137,621,Dorf,17630.44444,3790.056361,3989.533011,121.0450833,3,6539.190622,11380.45207,4841.261443,0.425401506
1829,5554,119,22,60827,949,Concise,11231.84089,3667.610643,3860.642782,72.55587343,3,5220.845254,6821.579344,1600.734091,0.234657403
1818,5531,118,22,72238,389,Penthéréaz,22542.20051,3898.296915,4103.470437,136.197704,3,7607.413901,12805.0756,5197.661699,0.405906366
1816,5529,118,22,76400,525,Oulens-sous-Echallens,23264.12381,3904.047619,4109.52381,140.2709702,3,7760.161383,13188.03713,5427.875749,0.41157571
1828,5553,119,22,68848,1047,Champagne,12406.65616,3931.112703,4138.013372,77.9055835,3,5421.459381,7324.549951,1903.09057,0.25982355
1814,5523,118,22,74504,2427,Froideville,10491.00453,3815.461475,4016.275237,63.47583976,3,4880.343991,5967.890081,1087.54609,0.182232929
1825,5541,118,22,74072,1016,Goumoëns,18810.75787,4084.953248,4299.950787,113.6377756,3,6761.416586,10684.02965,3922.613062,0.36714734
1823,5539,118,22,67972,913,Vuarrens,19382.28039,4189.416758,4409.912377,115.1775299,4,6819.157371,10828.79472,4009.637346,0.370275497
1821,5535,118,22,62384,730,Saint-Barthélemy (VD),16010.90822,3891.09589,4095.890411,96.47943847,3,6117.978943,9070.832084,2952.853141,0.325532775
1822,5537,118,22,70914,1030,Villars-le-Terroir,17788.21068,3774.635922,3973.300971,105.5146357,3,6456.79884,9920.305905,3463.507065,0.349133091
1817,5530,118,22,69900,533,Pailly,22858.22702,4039.282364,4251.876173,136.684094,3,7625.653523,12850.80515,5225.151627,0.406601109
1806,5513,118,22,73378,447,Bioley-Orjulaz,22629.73602,3690.016779,3884.228188,132.1820342,3,7456.826282,12427.52918,4970.702896,0.399975154
1819,5533,118,22,67199,806,Poliez-Pittet,16244.00868,4240.229529,4463.399504,97.07368049,4,6140.263018,9126.701704,2986.438685,0.327219929
1805,5512,118,22,68298,1128,Bercher,17509.93174,3799.368351,3999.335106,106.1053316,3,6478.949934,9975.842119,3496.892185,0.350536039
1815,5527,118,22,78464,1053,Morrens (VD),12100.48148,4019.230769,4230.769231,72.73305166,3,5227.489437,6838.237339,1610.747902,0.23555016
1813,5522,118,22,68553,636,Fey,19432.49057,3917.256289,4123.427673,118.0585176,3,6927.19441,11099.66026,4172.465851,0.37590933
1827,5552,119,22,52541,605,Bullet,26110.81653,3381.921488,3559.917355,163.6796837,3,8637.988139,15388.88441,6750.89627,0.438686528
1807,5514,118,22,75117,1223,Bottens,15251.85446,3806.214227,4006.541292,90.03985095,3,5876.494411,8465.39306,2588.898649,0.305821434
1877,5637,122,22,71525,920,Lavigny,17843.87174,4060.733696,4274.456522,103.066452,3,6364.99195,9690.131851,3325.1399,0.343147023
1872,5632,122,22,75090,1653,Denges,10843.7562,3714.08046,3909.558379,63.27635141,3,4872.863178,5949.134527,1076.271349,0.180912256
1874,5634,122,22,84765,2480,Echichens,14977.78226,3937.424395,4144.657258,88.99324434,3,5837.246663,8366.992893,2529.746231,0.302348318
1833,5559,119,22,75599,383,Giez,22933.96606,3677.219321,3870.75718,145.0157585,3,7938.090945,13634.13403,5696.043084,0.417778135
1878,5638,122,22,88954,2530,Lonay,12758.00395,3834.733202,4036.561265,74.84512013,3,5306.692005,7036.81041,1730.118405,0.245866849
1873,5633,122,22,95097,2648,Echandens,11113.9105,3491.644637,3675.415408,65.08834088,3,4940.812783,6119.494683,1178.6819,0.192610985
1901,5671,117,22,54795,247,Dompierre (VD),33534.91903,3629.807692,3820.850202,206.212723,3,10232.97711,19387.76815,9154.791033,0.472194167
1876,5636,122,22,74755,2793,Etoy,15892.10168,3907.312925,4112.960974,92.20688289,3,5957.758108,8669.133703,2711.375595,0.312762
1879,5639,122,22,106384,760,Lully (VD),14552.68816,4089.0625,4304.276316,86.83458528,3,5756.296948,8164.039454,2407.742506,0.294920489
1890,5652,122,22,82400,564,Villars-sous-Yens,14226.12057,3726.728723,3922.87234,82.52399607,3,5594.649852,7758.765215,2164.115363,0.278925229
1900,5669,117,22,59209,311,Curtilles,27435.46624,3596.864952,3786.173633,172.6643351,3,8974.912565,16233.60599,7258.693425,0.447139929
1880,5640,122,22,153237,627,Lussy-sur-Morges,14923.2185,3926.136364,4132.77512,88.08445248,3,5803.166968,8281.549834,2478.382866,0.299265586
1889,5651,124,22,88367,709,Villars-Sainte-Croix,19949.81241,4063.293371,4277.150917,116.0852583,3,6853.197186,10914.13779,4060.940604,0.372080753
1884,5645,122,22,89034,458,Romanel-sur-Morges,16559.4738,3728.438865,3924.672489,98.02543884,3,6175.953956,9216.184399,3040.230443,0.329879515
1895,5662,117,22,62179,142,Brenles,37030.38028,3913.732394,4119.71831,223.6699919,3,10887.6247,21029.07077,10141.44607,0.482258402
1831,5556,119,22,70113,417,Fiez,19783.3741,3921.31295,4127.697842,125.4854704,3,7205.705141,11797.92969,4592.224545,0.389239864
1941,5727,123,22,63556,2417,Saint-Cergue,11597.07323,3302.104882,3475.899876,75.69359913,3,5338.509967,7116.582957,1778.07299,0.249849261
1903,5673,117,22,59341,364,Hermenches,21549.54396,3937.671703,4144.917582,130.8833684,3,7408.126317,12305.43084,4897.304525,0.397979119
1928,5714,123,22,108256,1172,Crassier,8264.12372,4076.205205,4290.742321,49.25371252,3,4347.014219,4630.749959,283.7357399,0.061272093
1915,5701,123,22,126130,219,Arnex-sur-Nyon,13698.78539,3909.531963,4115.296804,81.89316645,3,5570.993742,7699.455692,2128.46195,0.276443171
1912,5690,117,22,51227,150,Villars-le-Comte,37166,4029.583333,4241.666667,222.6832154,3,10850.62058,20936.29572,10085.67514,0.481731596
1925,5711,123,22,133190,2850,Commugny,13636.77509,4224.583333,4446.929825,82.46048976,4,5592.268366,7752.794461,2160.526095,0.278677077
1909,5684,117,22,112424,65,Rossenges,31002.04615,3854.807692,4057.692308,186.9510697,3,9510.665114,17576.82039,8066.155275,0.45890867
1907,5680,118,22,65033,283,Ogens,23044,4040.85689,4253.533569,144.2482829,3,7909.310609,13561.97728,5652.666673,0.416802547
1930,5716,123,22,89082,1501,Eysins,11999.40973,3795.886076,3995.669554,70.72095727,3,5152.035898,6649.06366,1497.027762,0.225148658
1927,5713,123,22,131464,2161,Crans-près-Céligny,10287.50532,3940.56571,4147.963906,62.47169264,3,4842.688474,5873.481883,1030.793409,0.175499547
1908,5683,117,22,58766,171,Prévonloup,23942.77778,3833.333333,4035.087719,144.7482658,3,7928.059968,13608.98482,5680.924853,0.417439282
1910,5686,117,22,68433,80,Sarzens,34168.1125,3829.6875,4031.25,207.7150666,3,10289.315,19529.01593,9239.700931,0.473126806
1929,5715,123,22,100379,1026,Duillier,14448.39376,3971.064815,4180.068226,86.24626094,3,5734.234785,8108.726204,2374.491418,0.292831619
